TransactionID,SaleDate,SalesYear,SalesQuarter,YearMonth,CustomerID,CustomerName,Region,ProductID,ProductName,Category,StoreID,CampaignID,SaleAmount
1296,2024-08-19,2024,3,2024-08,1005,Jessica Mora,South,2049,Office-Easy,Office,403,2,563.94
2258,2024-08-19,2024,3,2024-08,1154,Edward Castillo,North,2071,Clothing-Success,Clothing,403,2,1496.88
635,2024-08-20,2024,3,2024-08,1032,Terri Long,East,2011,Electronics-Religious,Electronics,404,2,1047.53
1464,2024-08-20,2024,3,2024-08,1017,Brittney Burnett,North,2034,Clothing-Feel,Clothing,402,3,769.41
1945,2024-08-20,2024,3,2024-08,1177,Katherine West,East,2025,Electronics-Assume,Electronics,402,2,1760.56
1431,2024-08-21,2024,3,2024-08,1139,Heather Olson,Central,2033,Clothing-Argue,Clothing,404,,411.74
1546,2024-08-21,2024,3,2024-08,1034,Heather Smith,Central,2045,Office-Next,Office,404,2,890.11
14,2024-08-22,2024,3,2024-08,1041,David Beltran,East,2099,Electronics-Several,Electronics,401,3,1861.74
676,2024-08-22,2024,3,2024-08,1159,Kelli Smith,North,2085,Electronics-Officer,Electronics,402,1,465.26
1233,2024-08-22,2024,3,2024-08,1032,Terri Long,East,2013,Office-Cultural,Office,401,2,4736.72
1239,2024-08-22,2024,3,2024-08,1066,Derrick Myers,North,2013,Office-Cultural,Office,402,3,4127.29
1519,2024-08-22,2024,3,2024-08,1032,Terri Long,East,2039,Clothing-Need,Clothing,403,,2176.42
1584,2024-08-22,2024,3,2024-08,1161,David Ellis,East,2063,Home-Good,Home,402,2,126.46
1964,2024-08-22,2024,3,2024-08,1005,Jessica Mora,South,2079,Office-Who,Office,404,1,780.75
2188,2024-08-22,2024,3,2024-08,1113,Louis Jones,Central,2084,Office-Stuff,Office,402,0,1741.33
2189,2024-08-22,2024,3,2024-08,1003,David Brennan,North,2079,Office-Who,Office,403,0,1848.52
226,2024-08-23,2024,3,2024-08,1011,Amanda Myers,West,2028,Electronics-Take,Electronics,402,,1188.86
593,2024-08-23,2024,3,2024-08,1098,Jeffrey Maxwell,West,2038,Office-Soon,Office,404,2,1776.17
611,2024-08-23,2024,3,2024-08,1034,Heather Smith,Central,2019,Home-History,Home,404,1,1489.34
1027,2024-08-23,2024,3,2024-08,1180,Jennifer Smith,South-West,2093,Home-Real,Home,401,3,1712.5
1063,2024-08-23,2024,3,2024-08,1001,John Silva,East,2052,Office-Year,Office,401,3,454.58
1172,2024-08-23,2024,3,2024-08,1020,Michelle Brewer,East,2035,Home-According,Home,402,1,2999.07
1246,2024-08-23,2024,3,2024-08,1090,Nicholas Dunlap,South,2091,Office-Mrs,Office,402,1,1317.14
1540,2024-08-23,2024,3,2024-08,1122,Christopher Martinez,East,2034,Clothing-Feel,Clothing,402,3,83.43
1899,2024-08-23,2024,3,2024-08,1005,Jessica Mora,South,2079,Office-Who,Office,404,3,3048.78
110,2024-08-24,2024,3,2024-08,1071,Christopher Frost,East,2029,Home-Yourself,Home,401,1,85.63
1257,2024-08-24,2024,3,2024-08,1095,Dr. Jason Scott,South,2033,Clothing-Argue,Clothing,403,,105.57
1444,2024-08-24,2024,3,2024-08,1133,Victor Wagner,South-West,2041,Home-Assume,Home,402,2,3413.65
1582,2024-08-24,2024,3,2024-08,1089,Matthew Hernandez,North,2097,Office-Recent,Office,403,0,1498.45
1661,2024-08-24,2024,3,2024-08,1142,Marvin Hamilton,North,2087,Electronics-Rather,Electronics,401,2,1073.34
1983,2024-08-24,2024,3,2024-08,1137,Jessica Harmon,South-West,2013,Office-Cultural,Office,404,0,1922.17
1232,2024-08-25,2024,3,2024-08,1075,Joseph Chavez,North,2003,Electronics-Training,Electronics,403,3,1141.95
1865,2024-08-25,2024,3,2024-08,1020,Michelle Brewer,East,2041,Home-Assume,Home,403,,535.64
1924,2024-08-25,2024,3,2024-08,1020,Michelle Brewer,East,2091,Office-Mrs,Office,404,3,2931.23
2073,2024-08-25,2024,3,2024-08,1034,Heather Smith,Central,2097,Office-Recent,Office,404,2,4973.29
1177,2024-08-26,2024,3,2024-08,1086,Robert Rodriguez,East,2023,Home-Yeah,Home,404,2,4195.74
1210,2024-08-26,2024,3,2024-08,1066,Derrick Myers,North,2090,Office-Staff,Office,404,2,1393.93
1716,2024-08-26,2024,3,2024-08,1131,Mark Gomez,West,2076,Clothing-Affect,Clothing,403,0,919.83
1932,2024-08-26,2024,3,2024-08,1116,Melissa Rivera,Central,2094,Office-Fight,Office,403,1,472.73
2142,2024-08-26,2024,3,2024-08,1033,Paul Perkins,East,2026,Clothing-Use,Clothing,402,,1890.2
2206,2024-08-26,2024,3,2024-08,1120,Daniel Meyer,South,2015,Office-Itself,Office,402,1,1781.31
2349,2024-08-26,2024,3,2024-08,1131,Mark Gomez,West,2026,Clothing-Use,Clothing,401,0,827.26
55,2024-08-27,2024,3,2024-08,1194,Casey Brown,Central,2035,Home-According,Home,404,0,3870.61
120,2024-08-27,2024,3,2024-08,1057,Kathy Hall,North,2044,Office-Society,Office,403,2,1624.08
275,2024-08-27,2024,3,2024-08,1072,Shannon Schmitt,East,2070,Clothing-About,Clothing,402,3,135.18
540,2024-08-27,2024,3,2024-08,1176,Ashley Williams,East,2019,Home-History,Home,403,2,1012.27
600,2024-08-27,2024,3,2024-08,1116,Melissa Rivera,Central,2009,Office-Raise,Office,403,3,61.79
769,2024-08-27,2024,3,2024-08,1072,Shannon Schmitt,East,2097,Office-Recent,Office,401,3,4237.24
919,2024-08-27,2024,3,2024-08,1155,Rachel Goodman,North,2023,Home-Yeah,Home,403,2,1001.88
1776,2024-08-27,2024,3,2024-08,1034,Heather Smith,Central,2001,Electronics-Boost,Electronics,402,0,1398.75
311,2024-08-28,2024,3,2024-08,1020,Michelle Brewer,East,2019,Home-History,Home,401,1,2745.01
655,2024-08-28,2024,3,2024-08,1181,Tiffany Smith,East,2089,Electronics-Action,Electronics,402,0,741.9
1870,2024-08-28,2024,3,2024-08,1115,Gina Banks,West,2028,Electronics-Take,Electronics,404,0,1308.95
2292,2024-08-28,2024,3,2024-08,1031,Jessica Frazier,West,2024,Clothing-Paper,Clothing,403,3,1357.58
2342,2024-08-28,2024,3,2024-08,1174,Deborah Saunders,West,2019,Home-History,Home,401,1,1160.07
2399,2024-08-28,2024,3,2024-08,1020,Michelle Brewer,East,2046,Clothing-Worry,Clothing,403,1,80.08
491,2024-08-29,2024,3,2024-08,1025,Garrett Lewis,South,2068,Home-Read,Home,404,1,1897.63
891,2024-08-29,2024,3,2024-08,1071,Christopher Frost,East,2035,Home-According,Home,402,3,1647.35
1038,2024-08-29,2024,3,2024-08,1031,Jessica Frazier,West,2041,Home-Assume,Home,401,0,1119.73
1160,2024-08-29,2024,3,2024-08,1020,Michelle Brewer,East,2031,Office-Develop,Office,403,1,1489.32
1371,2024-08-29,2024,3,2024-08,1032,Terri Long,East,2054,Electronics-Above,Electronics,402,,1865.85
10,2024-08-30,2024,3,2024-08,1130,Mary Sandoval,North,2096,Office-Discuss,Office,401,1,1594.55
126,2024-08-30,2024,3,2024-08,1014,Cindy Woods,East,2041,Home-Assume,Home,402,2,1039.93
616,2024-08-30,2024,3,2024-08,1061,Taylor Kaufman,North,2011,Electronics-Religious,Electronics,401,2,945.6
879,2024-08-30,2024,3,2024-08,1188,Ashley Todd,North,2046,Clothing-Worry,Clothing,401,1,147.58
1033,2024-08-30,2024,3,2024-08,1091,Brianna Thomas,South-West,2031,Office-Develop,Office,404,0,1911.89
1457,2024-08-30,2024,3,2024-08,1070,Brittany Johnson,East,2041,Home-Assume,Home,402,3,3589.21
1851,2024-08-30,2024,3,2024-08,1007,David Kim,West,2097,Office-Recent,Office,403,,1229.91
2244,2024-08-30,2024,3,2024-08,1071,Christopher Frost,East,2073,Clothing-Executive,Clothing,404,3,1203.3
214,2024-08-31,2024,3,2024-08,1034,Heather Smith,Central,2059,Electronics-Clear,Electronics,404,1,725.01
253,2024-08-31,2024,3,2024-08,1142,Marvin Hamilton,North,2073,Clothing-Executive,Clothing,402,3,1375.13
378,2024-08-31,2024,3,2024-08,1103,Megan Chandler,East,2010,Electronics-Themselves,Electronics,404,3,1021.99
648,2024-08-31,2024,3,2024-08,1066,Derrick Myers,North,2009,Office-Raise,Office,401,0,53.62
994,2024-08-31,2024,3,2024-08,1071,Christopher Frost,East,2048,Electronics-Candidate,Electronics,403,2,330.35
1955,2024-08-31,2024,3,2024-08,1016,Andrea Roberts,East,2010,Electronics-Themselves,Electronics,402,0,387.15
72,2024-09-01,2024,3,2024-09,1115,Gina Banks,West,2038,Office-Soon,Office,404,0,1493.17
332,2024-09-01,2024,3,2024-09,1015,Jennifer Rodgers,North,2019,Home-History,Home,401,3,3153.77
1026,2024-09-01,2024,3,2024-09,1183,Kenneth Graves,East,2050,Electronics-Young,Electronics,401,2,383.51
1071,2024-09-01,2024,3,2024-09,1122,Christopher Martinez,East,2029,Home-Yourself,Home,401,0,123.59
1276,2024-09-01,2024,3,2024-09,1035,Lorraine Rodriguez,East,2015,Office-Itself,Office,402,1,1533.14
1331,2024-09-01,2024,3,2024-09,1085,Steven Wright,Central,2056,Office-About,Office,401,0,1223.24
1436,2024-09-01,2024,3,2024-09,1015,Jennifer Rodgers,North,2005,Office-Huge,Office,403,0,1466.67
2160,2024-09-01,2024,3,2024-09,1084,Martha Mccall,North,2087,Electronics-Rather,Electronics,401,3,1635.66
2196,2024-09-01,2024,3,2024-09,1035,Lorraine Rodriguez,East,2072,Electronics-Become,Electronics,401,3,1055.65
468,2024-09-02,2024,3,2024-09,1020,Michelle Brewer,East,2033,Clothing-Argue,Clothing,402,0,1528.67
609,2024-09-02,2024,3,2024-09,1005,Jessica Mora,South,2048,Electronics-Candidate,Electronics,402,,155.96
1328,2024-09-02,2024,3,2024-09,1047,Ashley Pearson,West,2019,Home-History,Home,402,2,1142.41
706,2024-09-03,2024,3,2024-09,1020,Michelle Brewer,East,2091,Office-Mrs,Office,404,3,2104.34
1271,2024-09-03,2024,3,2024-09,1135,Christopher Chen,South,2023,Home-Yeah,Home,401,1,3879.97
1552,2024-09-03,2024,3,2024-09,1000,Robert Gomez,West,2044,Office-Society,Office,403,1,240.15
1705,2024-09-03,2024,3,2024-09,1034,Heather Smith,Central,2036,Electronics-Candidate,Electronics,403,2,439.01
2038,2024-09-03,2024,3,2024-09,1054,Laura Mcdonald,South,2073,Clothing-Executive,Clothing,404,0,834.16
2132,2024-09-03,2024,3,2024-09,1015,Jennifer Rodgers,North,2091,Office-Mrs,Office,403,1,3993.43
1074,2024-09-04,2024,3,2024-09,1058,Steven Jackson,Central,2096,Office-Discuss,Office,401,0,537.35
1090,2024-09-04,2024,3,2024-09,1047,Ashley Pearson,West,2056,Office-About,Office,403,,168.59
1227,2024-09-04,2024,3,2024-09,1078,Danielle Fuller,South-West,2070,Clothing-About,Clothing,404,2,39.44
1620,2024-09-04,2024,3,2024-09,1080,Thomas Parker,South-West,2021,Clothing-Skill,Clothing,402,3,1112.14
2047,2024-09-04,2024,3,2024-09,1034,Heather Smith,Central,2045,Office-Next,Office,404,0,595.02
2184,2024-09-04,2024,3,2024-09,1066,Derrick Myers,North,2031,Office-Develop,Office,403,1,630.86
50,2024-09-05,2024,3,2024-09,1138,Bonnie Stewart,South,2023,Home-Yeah,Home,402,1,789.03
463,2024-09-05,2024,3,2024-09,1190,Elizabeth Robinson,South-West,2010,Electronics-Themselves,Electronics,402,0,1876.75
1541,2024-09-05,2024,3,2024-09,1056,Kristina Wilson,East,2070,Clothing-About,Clothing,402,2,106.59
1637,2024-09-05,2024,3,2024-09,1114,Grace Price,South,2025,Electronics-Assume,Electronics,402,,586.06
2094,2024-09-05,2024,3,2024-09,1107,Emily Hoffman,West,2079,Office-Who,Office,402,2,3872.54
2202,2024-09-05,2024,3,2024-09,1017,Brittney Burnett,North,2038,Office-Soon,Office,401,0,340.85
301,2024-09-06,2024,3,2024-09,1015,Jennifer Rodgers,North,2018,Electronics-Nature,Electronics,403,1,1063.53
393,2024-09-06,2024,3,2024-09,1178,Katherine Kerr,East,2013,Office-Cultural,Office,404,2,742.11
1265,2024-09-06,2024,3,2024-09,1002,Mark Marshall,Central,2061,Home-Quite,Home,403,3,468.93
1622,2024-09-06,2024,3,2024-09,1171,Ronald Marquez,South-West,2046,Clothing-Worry,Clothing,404,2,36.65
1630,2024-09-06,2024,3,2024-09,1199,James Cooley,West,2001,Electronics-Boost,Electronics,403,3,214.49
1902,2024-09-06,2024,3,2024-09,1053,Benjamin Cline,East,2087,Electronics-Rather,Electronics,403,0,795.35
1996,2024-09-06,2024,3,2024-09,1165,Richard Burnett,Central,2056,Office-About,Office,401,2,808.16
2093,2024-09-06,2024,3,2024-09,1184,Brittney Chen,East,2080,Office-Doctor,Office,402,2,340.36
153,2024-09-07,2024,3,2024-09,1170,Eric Davis,North,2067,Clothing-Remain,Clothing,403,,1039.29
351,2024-09-07,2024,3,2024-09,1005,Jessica Mora,South,2087,Electronics-Rather,Electronics,402,3,555.88
582,2024-09-07,2024,3,2024-09,1197,William Wilson,West,2054,Electronics-Above,Electronics,402,0,4242.6
850,2024-09-07,2024,3,2024-09,1089,Matthew Hernandez,North,2086,Home-Of,Home,401,1,938.17
1018,2024-09-07,2024,3,2024-09,1052,Brandon Hinton,South-West,2009,Office-Raise,Office,404,,40.26
1045,2024-09-07,2024,3,2024-09,1032,Terri Long,East,2072,Electronics-Become,Electronics,403,,295.57
1103,2024-09-07,2024,3,2024-09,1086,Robert Rodriguez,East,2043,Electronics-Practice,Electronics,401,0,1845.41
1148,2024-09-07,2024,3,2024-09,1198,Chris Allen,South-West,2060,Office-Term,Office,403,2,1772.41
1204,2024-09-07,2024,3,2024-09,1182,James Gray,West,2041,Home-Assume,Home,402,0,2575.31
1576,2024-09-07,2024,3,2024-09,1183,Kenneth Graves,East,2097,Office-Recent,Office,404,2,1633.32
1709,2024-09-07,2024,3,2024-09,1032,Terri Long,East,2013,Office-Cultural,Office,403,3,4842.86
1864,2024-09-07,2024,3,2024-09,1120,Daniel Meyer,South,2034,Clothing-Feel,Clothing,404,3,173.99
1219,2024-09-08,2024,3,2024-09,1046,Tyler Colon,Central,2083,Clothing-Cut,Clothing,402,3,1959.79
1472,2024-09-08,2024,3,2024-09,1071,Christopher Frost,East,2032,Electronics-There,Electronics,404,3,449.15
1918,2024-09-08,2024,3,2024-09,1020,Michelle Brewer,East,2038,Office-Soon,Office,404,1,485.72
2079,2024-09-08,2024,3,2024-09,1024,Andres Avila,Central,2010,Electronics-Themselves,Electronics,403,2,692.97
2392,2024-09-08,2024,3,2024-09,1018,Edwin Garrison,South-West,2033,Clothing-Argue,Clothing,402,1,114.82
936,2024-09-09,2024,3,2024-09,1103,Megan Chandler,East,2097,Office-Recent,Office,402,0,2200.44
1205,2024-09-09,2024,3,2024-09,1061,Taylor Kaufman,North,2059,Electronics-Clear,Electronics,401,2,1822.31
1206,2024-09-09,2024,3,2024-09,1017,Brittney Burnett,North,2013,Office-Cultural,Office,404,3,816.65
1484,2024-09-09,2024,3,2024-09,1111,Ronald Chavez,South-West,2042,Clothing-Lawyer,Clothing,403,3,1203.8
1522,2024-09-09,2024,3,2024-09,1108,Sharon Bautista,Central,2019,Home-History,Home,401,1,4170.62
268,2024-09-10,2024,3,2024-09,1008,William Ramirez,East,2044,Office-Society,Office,401,0,512.04
284,2024-09-10,2024,3,2024-09,1184,Brittney Chen,East,2099,Electronics-Several,Electronics,401,2,1233.51
718,2024-09-10,2024,3,2024-09,1145,Stephanie Powell,East,2019,Home-History,Home,401,3,2590.95
915,2024-09-10,2024,3,2024-09,1050,Jeffrey Mclaughlin,East,2013,Office-Cultural,Office,402,1,1095.33
1976,2024-09-10,2024,3,2024-09,1089,Matthew Hernandez,North,2022,Home-Economy,Home,401,1,784.9
2205,2024-09-10,2024,3,2024-09,1108,Sharon Bautista,Central,2031,Office-Develop,Office,402,,908.06
2250,2024-09-10,2024,3,2024-09,1125,Debbie Andrews,West,2023,Home-Yeah,Home,403,0,2669.73
99,2024-09-11,2024,3,2024-09,1196,Dr. Elizabeth Johnston DDS,North,2017,Electronics-Feeling,Electronics,401,0,909.61
449,2024-09-11,2024,3,2024-09,1039,Brandy Good,West,2015,Office-Itself,Office,401,3,1540.28
1550,2024-09-11,2024,3,2024-09,1191,Kyle Smith Jr.,South,2097,Office-Recent,Office,402,,2934.84
1625,2024-09-11,2024,3,2024-09,1032,Terri Long,East,2018,Electronics-Nature,Electronics,404,3,382.12
1274,2024-09-12,2024,3,2024-09,1079,Zachary Thompson MD,East,2039,Clothing-Need,Clothing,401,,1147.06
434,2024-09-13,2024,3,2024-09,1108,Sharon Bautista,Central,2078,Electronics-Film,Electronics,403,3,855.79
701,2024-09-13,2024,3,2024-09,1034,Heather Smith,Central,2035,Home-According,Home,404,0,0.0
849,2024-09-13,2024,3,2024-09,1184,Brittney Chen,East,2046,Clothing-Worry,Clothing,403,3,112.99
968,2024-09-13,2024,3,2024-09,1166,David Mccullough,South-West,2015,Office-Itself,Office,404,,831.83
1252,2024-09-13,2024,3,2024-09,1032,Terri Long,East,2079,Office-Who,Office,404,0,4755.79
1395,2024-09-13,2024,3,2024-09,1020,Michelle Brewer,East,2083,Clothing-Cut,Clothing,403,3,1320.25
1766,2024-09-13,2024,3,2024-09,1049,Rebecca Jordan,West,2039,Clothing-Need,Clothing,402,1,4522.07
1771,2024-09-13,2024,3,2024-09,1098,Jeffrey Maxwell,West,2072,Electronics-Become,Electronics,404,1,1540.45
1857,2024-09-13,2024,3,2024-09,1170,Eric Davis,North,2054,Electronics-Above,Electronics,403,1,2816.09
1930,2024-09-13,2024,3,2024-09,1017,Brittney Burnett,North,2015,Office-Itself,Office,404,2,70.88
2012,2024-09-13,2024,3,2024-09,1110,Melissa Grimes,South,2054,Electronics-Above,Electronics,401,0,1004.74
2395,2024-09-13,2024,3,2024-09,1144,Brian Browning,East,2019,Home-History,Home,404,1,3830.85
556,2024-09-14,2024,3,2024-09,1046,Tyler Colon,Central,2085,Electronics-Officer,Electronics,403,2,109.02
734,2024-09-14,2024,3,2024-09,1090,Nicholas Dunlap,South,2098,Clothing-Trouble,Clothing,403,0,1856.93
746,2024-09-14,2024,3,2024-09,1031,Jessica Frazier,West,2019,Home-History,Home,404,0,4923.28
778,2024-09-14,2024,3,2024-09,1058,Steven Jackson,Central,2093,Home-Real,Home,403,0,1401.32
992,2024-09-14,2024,3,2024-09,1082,Connor Martin,Central,2019,Home-History,Home,401,1,3684.09
1089,2024-09-14,2024,3,2024-09,1066,Derrick Myers,North,2016,Home-He,Home,402,1,1329.16
1562,2024-09-14,2024,3,2024-09,1034,Heather Smith,Central,2005,Office-Huge,Office,404,1,1590.55
1719,2024-09-14,2024,3,2024-09,1139,Heather Olson,Central,2010,Electronics-Themselves,Electronics,402,3,1800.02
1739,2024-09-14,2024,3,2024-09,1192,Gregory Medina,East,2005,Office-Huge,Office,401,3,333.65
1861,2024-09-14,2024,3,2024-09,1034,Heather Smith,Central,2030,Clothing-First,Clothing,401,,1704.26
2313,2024-09-14,2024,3,2024-09,1033,Paul Perkins,East,2097,Office-Recent,Office,401,0,1797.42
1749,2024-09-15,2024,3,2024-09,1020,Michelle Brewer,East,2040,Clothing-Determine,Clothing,404,2,14.09
103,2024-09-16,2024,3,2024-09,1089,Matthew Hernandez,North,2086,Home-Of,Home,403,2,505.95
705,2024-09-16,2024,3,2024-09,1042,Christopher Dodson,North,2046,Clothing-Worry,Clothing,402,3,30.81
906,2024-09-16,2024,3,2024-09,1005,Jessica Mora,South,2041,Home-Assume,Home,401,3,526.51
1363,2024-09-16,2024,3,2024-09,1147,William Palmer,South-West,2089,Electronics-Action,Electronics,401,0,1704.8
1525,2024-09-16,2024,3,2024-09,1031,Jessica Frazier,West,2035,Home-According,Home,401,2,3922.85
1869,2024-09-16,2024,3,2024-09,1050,Jeffrey Mclaughlin,East,2023,Home-Yeah,Home,404,2,4487.59
29,2024-09-17,2024,3,2024-09,1017,Brittney Burnett,North,2047,Clothing-Hair,Clothing,403,2,1975.1
590,2024-09-17,2024,3,2024-09,1100,Michael Simon,East,2065,Office-Animal,Office,404,3,1572.83
679,2024-09-17,2024,3,2024-09,1041,David Beltran,East,2039,Clothing-Need,Clothing,402,0,624.67
1220,2024-09-17,2024,3,2024-09,1190,Elizabeth Robinson,South-West,2019,Home-History,Home,402,0,1597.73
1184,2024-09-18,2024,3,2024-09,1106,Jennifer Ewing,East,2054,Electronics-Above,Electronics,403,0,664.76
1863,2024-09-18,2024,3,2024-09,1116,Melissa Rivera,Central,2091,Office-Mrs,Office,403,2,2122.22
2301,2024-09-18,2024,3,2024-09,1099,Lori Howard,East,2091,Office-Mrs,Office,403,0,4817.29
2332,2024-09-18,2024,3,2024-09,1005,Jessica Mora,South,2067,Clothing-Remain,Clothing,401,0,740.18
1740,2024-09-19,2024,3,2024-09,1105,Taylor Clarke,Central,2013,Office-Cultural,Office,402,1,3319.66
1914,2024-09-19,2024,3,2024-09,1004,Kerry Collins,North,2086,Home-Of,Home,402,0,1025.98
2004,2024-09-19,2024,3,2024-09,1089,Matthew Hernandez,North,2045,Office-Next,Office,402,2,1589.47
69,2024-09-20,2024,3,2024-09,1141,David Palmer,North,2023,Home-Yeah,Home,404,0,2612.29
125,2024-09-20,2024,3,2024-09,1029,Gina Powers,West,2009,Office-Raise,Office,403,3,53.18
874,2024-09-20,2024,3,2024-09,1146,Jonathan Andrade,South-West,2027,Home-Purpose,Home,404,3,1629.91
884,2024-09-20,2024,3,2024-09,1151,Sabrina Lester,West,2091,Office-Mrs,Office,404,1,785.74
1542,2024-09-20,2024,3,2024-09,1079,Zachary Thompson MD,East,2002,Office-Family,Office,401,0,601.49
2082,2024-09-20,2024,3,2024-09,1113,Louis Jones,Central,2013,Office-Cultural,Office,401,,4465.56
2099,2024-09-20,2024,3,2024-09,1034,Heather Smith,Central,2046,Clothing-Worry,Clothing,404,0,57.08
2234,2024-09-20,2024,3,2024-09,1130,Mary Sandoval,North,2015,Office-Itself,Office,403,3,535.1
32,2024-09-21,2024,3,2024-09,1116,Melissa Rivera,Central,2033,Clothing-Argue,Clothing,402,3,268.15
215,2024-09-21,2024,3,2024-09,1185,Cameron Levine,East,2004,Office-Where,Office,404,0,181.22
441,2024-09-21,2024,3,2024-09,1171,Ronald Marquez,South-West,2075,Electronics-Letter,Electronics,402,0,1121.71
497,2024-09-21,2024,3,2024-09,1142,Marvin Hamilton,North,2073,Clothing-Executive,Clothing,402,3,319.9
781,2024-09-21,2024,3,2024-09,1114,Grace Price,South,2046,Clothing-Worry,Clothing,402,0,41.59
900,2024-09-21,2024,3,2024-09,1183,Kenneth Graves,East,2029,Home-Yourself,Home,403,0,66.91
1021,2024-09-21,2024,3,2024-09,1020,Michelle Brewer,East,2073,Clothing-Executive,Clothing,401,0,519.1
1811,2024-09-21,2024,3,2024-09,1089,Matthew Hernandez,North,2042,Clothing-Lawyer,Clothing,403,3,1150.91
1868,2024-09-21,2024,3,2024-09,1066,Derrick Myers,North,2079,Office-Who,Office,401,2,3504.64
2040,2024-09-21,2024,3,2024-09,1116,Melissa Rivera,Central,2040,Clothing-Determine,Clothing,403,1,117.37
2323,2024-09-21,2024,3,2024-09,1133,Victor Wagner,South-West,2041,Home-Assume,Home,403,2,2084.29
183,2024-09-22,2024,3,2024-09,1174,Deborah Saunders,West,2016,Home-He,Home,401,2,762.93
918,2024-09-22,2024,3,2024-09,1107,Emily Hoffman,West,2013,Office-Cultural,Office,402,,3851.4
1145,2024-09-22,2024,3,2024-09,1026,Gary Walls,North,2097,Office-Recent,Office,404,2,3817.69
1539,2024-09-22,2024,3,2024-09,1003,David Brennan,North,2097,Office-Recent,Office,401,2,1509.42
31,2024-09-23,2024,3,2024-09,1089,Matthew Hernandez,North,2041,Home-Assume,Home,404,0,2406.09
401,2024-09-23,2024,3,2024-09,1197,William Wilson,West,2065,Office-Animal,Office,404,2,425.4
942,2024-09-23,2024,3,2024-09,1089,Matthew Hernandez,North,2019,Home-History,Home,401,1,2006.8
1002,2024-09-23,2024,3,2024-09,1149,Jordan Elliott,North,2075,Electronics-Letter,Electronics,403,1,1001.27
2265,2024-09-23,2024,3,2024-09,1153,Michelle Martinez,East,2035,Home-According,Home,402,3,749.72
346,2024-09-24,2024,3,2024-09,1041,David Beltran,East,2099,Electronics-Several,Electronics,402,1,574.71
1962,2024-09-24,2024,3,2024-09,1136,Scott Hernandez,South,2019,Home-History,Home,403,0,4382.15
642,2024-09-26,2024,3,2024-09,1071,Christopher Frost,East,2041,Home-Assume,Home,404,0,2127.92
674,2024-09-26,2024,3,2024-09,1005,Jessica Mora,South,2079,Office-Who,Office,401,0,1730.14
1332,2024-09-26,2024,3,2024-09,1089,Matthew Hernandez,North,2019,Home-History,Home,404,0,1264.62
1568,2024-09-26,2024,3,2024-09,1010,Mike Davis,East,2046,Clothing-Worry,Clothing,401,3,93.89
1658,2024-09-26,2024,3,2024-09,1077,Amy Espinoza,North,2015,Office-Itself,Office,401,3,99.52
1944,2024-09-26,2024,3,2024-09,1005,Jessica Mora,South,2054,Electronics-Above,Electronics,403,3,1365.61
389,2024-09-27,2024,3,2024-09,1172,Eric Barr,East,2023,Home-Yeah,Home,403,2,3122.63
626,2024-09-27,2024,3,2024-09,1071,Christopher Frost,East,2066,Office-Occur,Office,403,2,1584.31
823,2024-09-27,2024,3,2024-09,1178,Katherine Kerr,East,2027,Home-Purpose,Home,404,0,199.24
1140,2024-09-27,2024,3,2024-09,1157,Cheryl Wu,West,2047,Clothing-Hair,Clothing,403,1,1857.81
1567,2024-09-27,2024,3,2024-09,1040,Angel Lee,Central,2023,Home-Yeah,Home,404,0,4209.61
1803,2024-09-27,2024,3,2024-09,1036,Robert Bishop,South-West,2066,Office-Occur,Office,404,1,853.64
1889,2024-09-27,2024,3,2024-09,1088,Lindsay Torres,East,2085,Electronics-Officer,Electronics,402,1,1918.79
2117,2024-09-27,2024,3,2024-09,1034,Heather Smith,Central,2079,Office-Who,Office,402,0,671.23
2130,2024-09-27,2024,3,2024-09,1094,Robert Jones,West,2054,Electronics-Above,Electronics,404,0,2486.94
2318,2024-09-27,2024,3,2024-09,1012,Tara Miller,North,2009,Office-Raise,Office,402,2,61.81
392,2024-09-28,2024,3,2024-09,1008,William Ramirez,East,2057,Clothing-Identify,Clothing,401,1,1144.48
395,2024-09-28,2024,3,2024-09,1066,Derrick Myers,North,2023,Home-Yeah,Home,401,3,1689.08
612,2024-09-28,2024,3,2024-09,1116,Melissa Rivera,Central,2070,Clothing-About,Clothing,402,3,40.3
726,2024-09-28,2024,3,2024-09,1100,Michael Simon,East,2013,Office-Cultural,Office,401,3,4318.77
1764,2024-09-28,2024,3,2024-09,1190,Elizabeth Robinson,South-West,2023,Home-Yeah,Home,401,3,4188.41
1778,2024-09-28,2024,3,2024-09,1023,Dustin Medina,East,2035,Home-According,Home,403,1,882.74
192,2024-09-29,2024,3,2024-09,1076,Glenn Shelton,East,2090,Office-Staff,Office,402,3,730.17
2108,2024-09-29,2024,3,2024-09,1029,Gina Powers,West,2091,Office-Mrs,Office,401,3,2996.49
2400,2024-09-29,2024,3,2024-09,1156,Dennis Acevedo,East,2000,Electronics-Signal,Electronics,402,3,571.86
96,2024-09-30,2024,3,2024-09,1176,Ashley Williams,East,2041,Home-Assume,Home,402,3,2216.14
281,2024-09-30,2024,3,2024-09,1192,Gregory Medina,East,2082,Office-Figure,Office,402,,1240.12
535,2024-09-30,2024,3,2024-09,1097,Laura Jones,East,2097,Office-Recent,Office,404,0,1105.46
689,2024-09-30,2024,3,2024-09,1193,Nancy King,South,2035,Home-According,Home,402,2,3950.33
